0.00	0.70	N
0.70	1.10	F:min
1.10	3.80	C#:maj
3.80	5.10	F:min
5.10	8.10	A:min
8.10	10.10	A:maj
10.10	10.70	A:min
10.70	13.30	F:maj
13.30	15.50	F#:maj
15.50	17.80	F:maj
17.80	18.90	D#:min
18.90	20.50	F#:maj
20.50	21.90	C:min
21.90	24.10	C:maj
24.10	26.30	F:maj
26.30	27.60	C:min
27.60	28.70	C:maj
28.70	29.30	A#:maj
29.30	32.20	B:maj
32.20	33.30	G:maj
33.30	36.20	B:maj
36.20	36.90	G:maj
36.90	38.30	B:maj
38.30	38.80	G:maj
38.80	40.90	B:maj
40.90	43.30	E:maj
43.30	45.20	A:min
45.20	46.20	D:min
46.20	47.30	A#:maj
47.30	49.80	D#:min
49.80	50.60	D#:maj
50.60	51.70	D:maj
51.70	55.80	D:min
55.80	57.50	D#:maj
57.50	61.10	D:min
61.10	61.60	F:min
61.60	62.40	N
62.40	74.30	G:maj
74.30	82.60	B:maj
82.60	85.60	C#:maj
85.60	92.40	B:maj
92.40	93.40	N
93.40	96.00	B:maj
96.00	97.60	N
97.60	101.70	G:maj
101.70	104.30	C:maj
104.30	105.70	A#:min
105.70	106.60	F:maj
106.60	108.10	N
108.10	109.70	F:maj
109.70	111.70	D#:maj
111.70	112.90	F:maj
112.90	113.70	N
113.70	114.60	F:maj
114.60	116.80	A#:maj
116.80	118.40	N
118.40	119.70	A#:maj
119.70	121.40	D:min
121.40	124.60	A:maj
124.60	126.10	D:min
126.10	128.00	C#:maj
128.00	130.50	N
130.50	132.70	C#:maj
132.70	137.10	F#:maj
137.10	140.50	G:min
140.50	143.00	F:maj
143.00	146.30	D:maj
146.30	148.30	A#:maj
148.30	151.30	D#:maj
151.30	152.10	A:maj
152.10	155.80	D:maj
155.80	158.20	D#:maj
158.20	161.50	C:min
161.50	163.00	A#:maj
163.00	163.70	G#:maj
163.70	180.50	N
180.50	182.20	G:maj
182.20	184.60	G:min
184.60	185.50	N
185.50	187.10	C:maj
187.10	189.40	D:maj
189.40	193.00	G:min
193.00	196.90	D#:maj
196.90	199.20	G:min
199.20	201.00	D:maj
201.00	205.30	D#:maj
205.30	206.60	N
206.60	208.20	D#:maj
208.20	211.20	G#:maj
211.20	216.50	C#:maj
216.50	219.30	A#:min
219.30	237.80	A:min
237.80	242.50	N
