0.00	1.80	N
1.80	5.70	C:maj
5.70	6.90	D#:maj
6.90	7.50	B:maj
7.50	9.90	B:min
9.90	14.30	C:maj
14.30	15.50	C:min
15.50	16.50	B:maj
16.50	22.10	C:maj
22.10	22.80	G:maj
22.80	23.80	N
23.80	25.40	G:maj
25.40	29.10	C:maj
29.10	31.60	N
31.60	32.50	D#:maj
32.50	33.40	B:maj
33.40	36.40	B:min
36.40	37.20	B:maj
37.20	39.50	A#:maj
39.50	41.30	A#:min
41.30	42.40	A:maj
42.40	50.40	N
50.40	54.40	G#:maj
54.40	56.40	N
56.40	57.90	F#:min
57.90	62.00	G#:maj
62.00	66.30	F:maj
66.30	68.10	F:min
68.10	69.20	N
69.20	70.40	E:maj
70.40	71.70	N
71.70	75.30	D#:maj
75.30	78.80	B:maj
78.80	87.00	N
