0.00	0.40	N
0.40	2.00	B:min
2.00	3.50	C#:min
3.50	7.30	A:maj
7.30	12.40	D:min
12.40	14.70	E:min
14.70	17.50	F:min
17.50	19.20	C:maj
19.20	20.70	C#:min
20.70	22.10	D#:maj
22.10	25.50	A#:maj
25.50	29.50	D#:min
29.50	30.70	G#:min
30.70	32.10	N
32.10	32.90	D#:maj
32.90	35.20	G#:min
35.20	36.80	A#:maj
36.80	39.50	D#:maj
39.50	40.80	B:maj
40.80	43.20	D#:maj
43.20	44.30	B:maj
44.30	48.10	G#:maj
48.10	50.00	D:min
50.00	51.40	N
51.40	52.70	D:min
52.70	53.50	N
53.50	56.60	D:min
56.60	57.40	N
57.40	57.90	D#:maj
57.90	59.30	C#:maj
59.30	62.00	E:min
62.00	63.10	C:maj
63.10	67.50	D:maj
67.50	68.60	D:min
68.60	70.00	A#:maj
70.00	71.20	N
71.20	86.40	D:maj
86.40	87.50	N
87.50	89.50	D:maj
89.50	95.80	N
95.80	105.00	D:maj
105.00	106.70	N
106.70	111.40	F#:min
111.40	112.40	N
112.40	112.90	G:maj
112.90	113.70	G#:maj
113.70	121.10	N
121.10	123.80	G#:min
123.80	125.10	N
125.10	130.40	F:min
130.40	134.80	A#:maj
134.80	136.10	G#:maj
136.10	136.70	C#:maj
136.70	139.40	F:min
139.40	141.80	A#:maj
141.80	143.90	N
