0.00	2.10	N
2.10	6.80	E:min
6.80	12.80	N
12.80	14.40	F#:maj
14.40	20.80	C#:maj
20.80	25.10	B:min
25.10	28.40	B:maj
28.40	31.00	B:min
31.00	32.50	C:maj
32.50	33.30	A#:maj
33.30	34.70	N
34.70	40.80	D#:maj
40.80	51.00	D:maj
51.00	51.90	N
51.90	53.50	D:min
53.50	54.40	D#:maj
54.40	56.40	D#:min
56.40	57.40	D:maj
57.40	61.90	G:maj
61.90	64.90	A#:maj
64.90	69.50	D#:maj
69.50	70.80	D:maj
70.80	72.70	C#:maj
72.70	73.60	F:maj
73.60	74.10	F:min
74.10	75.90	B:min
75.90	77.30	D:min
77.30	78.80	B:min
78.80	79.50	D:maj
79.50	80.50	N
80.50	87.90	B:min
87.90	88.50	C:maj
88.50	89.40	G:maj
89.40	89.80	F#:maj
89.80	91.30	F#:min
91.30	92.30	D:maj
92.30	94.10	F#:maj
94.10	95.30	D:maj
95.30	97.30	F#:min
97.30	98.90	D:maj
98.90	100.40	F#:min
100.40	102.20	D:maj
102.20	104.50	D:min
104.50	105.30	N
105.30	107.20	C#:maj
107.20	108.60	D:maj
108.60	112.50	C#:maj
112.50	117.70	N
