0.00	0.90	N
0.90	2.70	F:maj
2.70	8.20	N
8.20	10.30	G#:maj
10.30	13.40	N
13.40	16.30	G#:min
16.30	17.40	N
17.40	18.80	G#:maj
18.80	24.20	C:min
24.20	25.20	G#:min
25.20	26.40	E:maj
26.40	27.90	N
27.90	29.30	G#:min
29.30	31.90	N
31.90	33.20	C:min
33.20	39.70	N
39.70	41.50	E:maj
41.50	44.90	G#:min
44.90	48.60	G#:maj
48.60	51.80	E:maj
51.80	59.10	G#:maj
59.10	76.20	N
76.20	77.60	C:min
77.60	80.40	N
80.40	82.00	G#:maj
82.00	88.00	N
88.00	90.80	D#:maj
90.80	92.60	N
92.60	95.00	G#:maj
95.00	99.50	N
99.50	101.10	G#:maj
101.10	103.60	N
103.60	104.90	G#:maj
104.90	105.60	D#:maj
105.60	109.20	G:min
109.20	120.30	G#:maj
120.30	124.40	C:min
124.40	129.00	G#:maj
129.00	131.10	D#:maj
131.10	133.80	G:min
133.80	134.50	D#:maj
134.50	140.50	G#:maj
140.50	141.20	G:min
141.20	142.10	N
142.10	145.00	G:min
145.00	150.00	G#:maj
150.00	152.10	N
152.10	154.10	G:min
154.10	172.00	G#:maj
172.00	177.20	N
177.20	181.80	G#:maj
181.80	193.40	N
193.40	195.40	C:min
195.40	199.00	N
199.00	202.10	C:min
202.10	206.40	N
206.40	207.60	C:maj
207.60	213.20	N
213.20	214.70	C:maj
214.70	216.20	N
