0.00	10.00	N
10.00	12.00	D:maj
12.00	13.10	C:maj
13.10	16.30	A:maj
16.30	17.20	G:min
17.20	18.50	A:maj
18.50	21.00	D:maj
21.00	22.20	A#:maj
22.20	23.30	N
23.30	26.50	G:maj
26.50	28.10	A:min
28.10	29.00	B:min
29.00	29.70	B:maj
29.70	30.10	F:maj
30.10	48.60	N
48.60	51.50	G:min
51.50	52.10	C:min
52.10	54.50	G:maj
54.50	55.90	G:min
55.90	56.70	G:maj
56.70	58.20	B:min
58.20	59.40	F:min
59.40	60.60	G:maj
60.60	63.30	G:min
63.30	64.80	G:maj
64.80	68.50	D:maj
68.50	69.70	D#:maj
69.70	70.60	D:min
70.60	71.50	D#:maj
71.50	72.90	A#:maj
72.90	74.20	G:min
74.20	75.50	B:maj
75.50	77.40	F:maj
77.40	77.90	D#:maj
77.90	79.60	G:maj
79.60	82.90	G#:min
82.90	83.60	B:min
83.60	86.90	F:maj
86.90	88.20	A:min
88.20	88.70	D#:min
88.70	89.80	N
89.80	91.10	F:maj
91.10	92.20	A:min
92.20	94.10	F:maj
94.10	95.20	G:maj
95.20	99.10	N
99.10	100.00	G#:maj
100.00	101.30	E:maj
101.30	104.30	N
104.30	105.30	D#:min
105.30	106.00	G#:maj
106.00	107.30	C:min
107.30	110.00	N
110.00	111.90	D#:maj
111.90	125.80	N
125.80	128.80	A#:maj
128.80	130.70	N
130.70	132.20	G#:maj
132.20	134.80	D:maj
134.80	139.80	N
139.80	140.80	D:maj
140.80	142.00	G:maj
142.00	143.40	D:maj
143.40	144.50	E:min
144.50	145.50	N
145.50	146.70	D#:min
146.70	147.30	A#:maj
147.30	148.50	G#:maj
148.50	152.80	D#:maj
152.80	153.30	F:min
153.30	156.50	N
156.50	157.40	D:min
157.40	158.10	A#:maj
158.10	160.00	G:maj
160.00	161.10	A:maj
161.10	161.80	D:maj
161.80	162.80	D#:maj
162.80	163.40	F:maj
163.40	164.40	D#:maj
164.40	168.00	N
168.00	169.00	A#:maj
169.00	171.20	D:maj
171.20	172.30	F#:min
172.30	172.80	D:maj
172.80	173.50	E:min
173.50	174.70	E:maj
174.70	176.30	F:maj
176.30	178.20	F:min
178.20	178.80	A:maj
178.80	179.60	A:min
179.60	180.50	N
180.50	181.90	F#:min
181.90	182.70	A#:min
182.70	184.20	D#:min
184.20	185.10	N
185.10	189.90	A#:min
189.90	190.80	F#:maj
190.80	191.40	F#:min
191.40	192.70	A#:min
192.70	193.80	F:maj
193.80	194.40	D:min
194.40	194.90	N
194.90	196.40	F:min
196.40	197.30	G#:min
197.30	198.00	G:min
198.00	202.00	A:maj
202.00	203.40	D#:maj
203.40	204.00	N
204.00	208.80	A:maj
208.80	213.00	D:min
213.00	214.20	D#:maj
214.20	215.80	A:maj
215.80	217.40	C:min
217.40	218.50	F:maj
218.50	220.40	C:min
220.40	221.20	F:maj
221.20	226.50	A:min
226.50	230.30	N
