0.00	4.90	N
4.90	8.00	C:min
8.00	11.50	A:maj
11.50	13.00	A:min
13.00	14.10	E:min
14.10	16.60	G:maj
16.60	18.40	E:min
18.40	20.10	G:maj
20.10	22.50	F#:min
22.50	23.40	A:maj
23.40	25.30	D#:maj
25.30	27.40	A#:maj
27.40	32.00	C:maj
32.00	34.10	C:min
34.10	36.70	G#:maj
36.70	40.10	F:min
40.10	41.20	C:min
41.20	44.80	A#:maj
44.80	48.00	N
48.00	49.70	A#:maj
49.70	50.80	F:min
50.80	53.10	A#:maj
53.10	54.10	G#:maj
54.10	55.60	D#:maj
55.60	56.20	C:min
56.20	58.70	G:maj
58.70	62.20	N
62.20	63.10	C:min
63.10	65.20	G:maj
65.20	69.00	N
69.00	71.80	D:maj
71.80	73.70	N
73.70	77.00	C:maj
77.00	79.10	C:min
79.10	88.80	C:maj
88.80	90.20	N
90.20	91.00	E:min
91.00	96.70	E:maj
96.70	100.00	G:maj
100.00	102.70	D#:maj
102.70	103.80	C:min
103.80	105.40	C:maj
105.40	107.70	C:min
107.70	108.40	F:maj
108.40	109.90	A#:maj
109.90	113.20	C:maj
113.20	114.00	A:min
114.00	119.50	N
119.50	120.60	A:maj
120.60	123.30	A:min
123.30	130.30	N
130.30	133.10	A:maj
133.10	136.30	F:maj
136.30	138.90	D:min
138.90	144.90	D:maj
144.90	151.70	N
151.70	155.30	E:maj
155.30	156.10	E:min
156.10	158.10	N
158.10	162.50	E:maj
162.50	164.30	G:maj
164.30	165.20	A:maj
165.20	169.30	N
169.30	171.90	F:maj
171.90	176.30	N
176.30	178.00	F:maj
178.00	179.70	N
179.70	180.70	D:maj
180.70	187.40	N
187.40	188.80	G:maj
188.80	190.40	N
190.40	193.20	D:min
193.20	195.80	N
195.80	202.50	C:maj
202.50	208.40	E:maj
208.40	212.10	G:maj
212.10	213.00	D#:maj
213.00	218.10	G:maj
218.10	219.40	D#:maj
219.40	224.20	G:min
224.20	231.00	A:maj
231.00	236.90	G:maj
236.90	237.70	F:maj
237.70	239.00	G:maj
239.00	241.20	F:maj
241.20	243.60	G:maj
243.60	247.30	N
247.30	249.00	C:maj
249.00	250.20	F#:min
250.20	250.80	A:min
250.80	251.70	E:min
251.70	252.80	D:maj
252.80	257.30	N
257.30	258.70	G:maj
258.70	263.00	N
263.00	263.90	G:maj
263.90	272.70	N
