0.00	0.20	N
0.20	23.40	G:maj
23.40	25.80	F#:maj
25.80	34.50	D#:maj
34.50	37.30	G:maj
37.30	37.70	A#:min
37.70	39.90	F#:maj
39.90	43.10	D#:maj
43.10	45.50	B:maj
45.50	48.80	G:maj
48.80	51.20	F#:maj
51.20	54.10	D#:maj
54.10	57.00	B:maj
57.00	57.60	G:maj
57.60	59.30	G:min
59.30	60.00	G:maj
60.00	62.60	F#:maj
62.60	65.50	D#:maj
65.50	66.80	B:maj
66.80	67.30	G:maj
67.30	69.60	G:min
69.60	72.40	F#:maj
72.40	75.40	D#:maj
75.40	78.10	B:maj
78.10	78.70	G:maj
78.70	81.00	G:min
81.00	83.80	F#:maj
83.80	86.60	D#:maj
86.60	89.50	B:maj
89.50	92.40	G:maj
92.40	95.10	F#:maj
95.10	98.00	D#:maj
98.00	100.80	B:maj
100.80	103.70	G:maj
103.70	106.40	F#:maj
106.40	109.30	D#:maj
109.30	112.20	B:maj
112.20	118.80	G:min
118.80	119.40	G:maj
119.40	124.90	F#:maj
124.90	130.60	D#:maj
130.60	133.50	B:maj
133.50	135.00	C#:maj
135.00	136.20	D#:min
136.20	138.60	N
138.60	140.60	C:min
140.60	141.10	D#:maj
141.10	142.10	D#:min
142.10	143.10	B:maj
143.10	145.90	G#:maj
145.90	147.30	N
147.30	149.10	E:maj
149.10	152.50	G:min
152.50	153.20	D:maj
153.20	156.10	F#:maj
156.10	158.80	G:min
158.80	161.90	F#:maj
161.90	164.60	B:maj
164.60	165.20	G:maj
165.20	167.30	G:min
167.30	170.20	F#:maj
170.20	173.20	D#:maj
173.20	175.70	B:maj
175.70	177.40	N
177.40	179.20	B:maj
179.20	180.70	N
180.70	193.10	D:maj
193.10	199.70	N
