0.00	7.90	N
7.90	10.30	C:maj
10.30	12.40	G:maj
12.40	13.40	G#:min
13.40	18.10	G#:maj
18.10	18.90	E:maj
18.90	24.40	N
24.40	25.80	F:maj
25.80	27.30	N
27.30	32.00	G:maj
32.00	33.30	D#:maj
33.30	34.20	C:min
34.20	35.10	G#:maj
35.10	35.80	D:maj
35.80	36.60	A:maj
36.60	39.10	D#:maj
39.10	41.20	C:min
41.20	41.80	G#:maj
41.80	42.70	G:maj
42.70	44.10	E:maj
44.10	45.70	N
45.70	46.50	C#:maj
46.50	51.70	D#:maj
51.70	53.50	D:min
53.50	54.30	N
54.30	56.90	B:maj
56.90	58.00	C:min
58.00	59.80	G#:maj
59.80	60.80	N
60.80	62.00	D#:maj
62.00	62.50	C:min
62.50	63.80	G#:maj
63.80	65.30	N
65.30	66.90	G:maj
66.90	68.30	G#:maj
68.30	71.10	N
71.10	72.70	D#:maj
72.70	73.40	G#:min
73.40	73.90	N
73.90	76.10	C:min
76.10	76.70	F:min
76.70	79.00	G#:maj
79.00	80.20	C:min
80.20	83.40	G#:maj
83.40	84.50	C:min
84.50	87.80	G#:maj
87.80	89.70	C:min
89.70	94.50	N
