0.00	0.30	N
0.30	3.80	A:maj
3.80	5.50	N
5.50	9.80	D:maj
9.80	11.80	N
11.80	14.50	A:maj
14.50	19.00	N
19.00	21.30	A:min
21.30	22.10	N
22.10	29.50	A:min
29.50	36.60	A:maj
36.60	42.20	A:min
42.20	43.80	C:maj
43.80	47.80	D:maj
47.80	51.50	N
51.50	52.90	D:min
52.90	54.00	D:maj
54.00	54.90	G:maj
54.90	59.30	A:min
59.30	62.50	F:maj
62.50	63.60	A:min
63.60	65.90	G:maj
65.90	71.80	A:min
71.80	82.30	A:maj
82.30	87.50	A:min
87.50	92.20	A:maj
92.20	93.90	A:min
93.90	97.40	A:maj
97.40	102.10	A:min
102.10	103.60	N
103.60	105.20	G:maj
105.20	107.60	F:maj
107.60	110.10	D:maj
110.10	112.50	E:maj
112.50	114.90	C:maj
114.90	117.70	D:maj
117.70	118.70	B:min
118.70	119.90	B:maj
119.90	122.40	N
122.40	123.20	G:maj
123.20	124.80	N
124.80	127.70	F:maj
127.70	130.10	D:min
130.10	132.40	E:maj
132.40	135.20	C:maj
135.20	136.50	D:maj
136.50	137.50	D:min
137.50	138.10	N
138.10	139.90	B:maj
139.90	141.90	N
141.90	142.50	A:maj
142.50	144.90	G:maj
144.90	147.90	F:maj
147.90	150.10	D:maj
150.10	152.50	E:maj
152.50	153.70	C:maj
153.70	155.30	A:maj
155.30	155.90	D:min
155.90	157.60	F#:min
157.60	160.00	B:maj
160.00	164.80	N
164.80	167.40	D:min
167.40	168.50	F#:min
168.50	169.90	B:maj
169.90	171.90	A:maj
171.90	173.70	N
