0.00	8.20	N
8.20	10.50	A:maj
10.50	12.90	N
12.90	14.00	A:maj
14.00	15.20	N
15.20	16.60	A:maj
16.60	18.70	N
18.70	20.00	G:maj
20.00	21.10	B:min
21.10	23.80	G:maj
23.80	25.80	N
25.80	31.10	G:maj
31.10	32.50	C:maj
32.50	34.10	G:maj
34.10	35.00	A:maj
35.00	36.70	N
36.70	37.90	G:maj
37.90	39.40	E:min
39.40	40.60	G:maj
40.60	42.00	E:min
42.00	90.00	N
90.00	91.70	E:maj
91.70	92.40	C:maj
92.40	93.70	E:min
93.70	95.70	N
95.70	96.50	E:min
96.50	97.60	C:maj
97.60	98.60	A:maj
98.60	100.10	C:maj
100.10	101.90	G#:maj
101.90	105.50	N
105.50	106.80	B:maj
106.80	110.10	N
110.10	111.70	D#:maj
111.70	118.90	N
118.90	120.30	C:maj
120.30	121.40	A#:maj
121.40	127.00	C:maj
127.00	127.80	E:min
127.80	128.10	N
128.10	129.00	F#:maj
129.00	129.70	B:maj
129.70	134.50	N
134.50	141.90	B:maj
141.90	146.20	N
146.20	147.30	B:maj
147.30	149.00	N
149.00	152.20	B:maj
152.20	197.30	N
197.30	199.00	G#:maj
199.00	202.20	N
202.20	203.50	A#:maj
203.50	205.00	D:maj
205.00	209.90	G:maj
209.90	211.70	G#:maj
211.70	215.40	G:maj
215.40	218.50	E:maj
218.50	219.90	N
219.90	220.80	E:maj
220.80	225.20	N
