0.00	3.90	N
3.90	12.90	D:maj
12.90	13.40	G:maj
13.40	15.10	D:min
15.10	16.70	G:min
16.70	19.40	A#:maj
19.40	20.40	F:maj
20.40	23.00	D:maj
23.00	24.10	G:maj
24.10	26.70	A#:maj
26.70	28.00	G:maj
28.00	29.70	D:min
29.70	31.10	G:maj
31.10	32.50	D:maj
32.50	34.10	A#:maj
34.10	36.20	F:maj
36.20	37.60	N
37.60	38.40	G:maj
38.40	44.40	A#:maj
44.40	47.00	D:min
47.00	49.30	D:maj
49.30	53.90	D:min
53.90	55.10	D:maj
55.10	86.80	N
86.80	91.80	D:min
91.80	92.40	G:maj
92.40	93.50	A#:maj
93.50	94.90	D:min
94.90	98.30	G:maj
98.30	106.00	D:maj
106.00	108.00	G:min
108.00	109.10	E:min
109.10	112.70	A:maj
112.70	113.40	D:maj
113.40	121.70	N
121.70	128.70	D:maj
128.70	137.20	N
137.20	141.20	D:maj
141.20	146.50	A#:maj
146.50	151.00	D:maj
151.00	151.80	N
151.80	156.10	A#:min
156.10	161.10	G:min
161.10	163.90	D:min
163.90	166.10	C#:maj
166.10	168.80	D:min
168.80	171.20	C#:maj
171.20	173.70	D:min
173.70	175.90	A#:min
175.90	176.80	A#:maj
176.80	178.80	D:min
178.80	179.90	A#:min
179.90	181.00	C#:maj
181.00	183.90	D:min
183.90	187.80	A#:min
187.80	189.40	F:min
189.40	190.50	C:min
190.50	192.90	G#:maj
192.90	194.70	C#:maj
194.70	196.50	G#:min
196.50	197.70	G#:maj
197.70	199.40	N
199.40	200.30	D#:maj
200.30	201.60	G#:min
201.60	202.60	G#:maj
202.60	204.70	N
204.70	205.10	D#:min
205.10	206.00	G#:min
206.00	207.40	G#:maj
207.40	209.70	N
209.70	210.60	B:maj
210.60	215.10	D#:maj
215.10	217.80	E:maj
217.80	220.50	G#:min
220.50	221.90	F:min
221.90	222.90	G#:min
222.90	227.00	E:maj
227.00	228.20	G#:min
228.20	229.20	C#:maj
229.20	230.00	G#:min
230.00	233.50	F:min
233.50	238.50	N
