0.00	0.70	N
0.70	1.80	C:maj
1.80	5.30	G:maj
5.30	6.50	G#:maj
6.50	7.30	F#:maj
7.30	11.30	C:maj
11.30	13.50	G:maj
13.50	17.10	D#:maj
17.10	21.40	N
21.40	22.20	G:min
22.20	23.60	F#:min
23.60	25.30	C#:maj
25.30	26.80	G#:maj
26.80	31.10	C#:min
31.10	35.30	F#:min
35.30	38.80	E:min
38.80	52.50	E:maj
52.50	54.70	N
54.70	55.60	F#:min
55.60	57.70	C#:maj
57.70	58.70	F#:min
58.70	60.50	C#:maj
60.50	62.60	C:maj
62.60	64.20	B:maj
64.20	65.60	G#:maj
65.60	67.10	C#:maj
67.10	67.80	N
67.80	68.90	E:maj
68.90	69.80	G#:maj
69.80	72.10	C#:min
72.10	74.30	C:maj
74.30	75.50	G:maj
75.50	77.80	G#:min
77.80	81.00	B:maj
81.00	82.60	N
82.60	88.60	E:maj
88.60	89.40	N
89.40	98.40	G#:maj
98.40	100.60	N
100.60	103.50	F#:min
103.50	104.10	F:maj
104.10	106.70	B:min
106.70	109.30	N
109.30	111.10	A:maj
111.10	112.60	G#:maj
112.60	113.50	F:min
113.50	116.10	D:min
116.10	122.80	G:maj
122.80	124.00	D:maj
124.00	126.10	N
126.10	134.80	F:min
134.80	139.10	G#:maj
139.10	140.60	C:min
140.60	141.70	G#:maj
141.70	143.10	N
143.10	147.30	C:maj
147.30	147.80	C:min
147.80	151.80	N
151.80	153.50	C:maj
153.50	154.60	C:min
154.60	158.80	C:maj
158.80	163.00	F:min
163.00	165.50	C:maj
165.50	171.70	C:min
171.70	172.80	F:min
172.80	174.10	C:min
174.10	176.90	G#:maj
176.90	180.80	C:min
180.80	182.00	G:min
182.00	182.60	C:min
182.60	189.00	G:min
189.00	189.80	F:maj
189.80	192.60	G:min
192.60	193.60	G:maj
193.60	194.40	C:maj
194.40	199.20	F:min
199.20	205.70	N
205.70	208.10	A:maj
208.10	209.80	N
209.80	210.60	A:maj
210.60	213.30	D#:maj
213.30	218.70	N
218.70	220.00	F:maj
220.00	223.60	A#:min
223.60	226.50	N
226.50	231.00	A#:min
231.00	235.00	N
235.00	235.70	G:min
235.70	237.60	N
237.60	238.70	F:maj
238.70	239.20	C#:maj
239.20	240.60	N
240.60	243.50	G:maj
243.50	244.50	C:min
244.50	246.80	F:min
246.80	248.10	C#:min
248.10	248.90	F:min
248.90	250.00	E:maj
250.00	252.60	F:min
252.60	254.20	C#:min
254.20	264.10	F:min
264.10	266.10	N
