0.00	2.20	N
2.20	3.50	F#:maj
3.50	5.20	E:maj
5.20	12.90	N
12.90	13.70	A:maj
13.70	14.70	C:maj
14.70	17.90	N
17.90	18.90	A#:min
18.90	20.90	C#:maj
20.90	22.90	A:maj
22.90	23.60	N
23.60	24.40	F:maj
24.40	26.30	C#:maj
26.30	30.90	N
30.90	35.10	F:maj
35.10	37.80	C#:maj
37.80	40.00	F:min
40.00	41.20	G:maj
41.20	43.70	G#:maj
43.70	45.50	E:min
45.50	50.40	C:maj
50.40	52.30	N
52.30	55.50	C#:maj
55.50	56.70	A:maj
56.70	58.90	G#:maj
58.90	59.60	E:min
59.60	60.30	G:min
60.30	63.10	C#:min
63.10	64.20	A:maj
64.20	67.30	C#:min
67.30	72.00	N
72.00	74.40	A:maj
74.40	75.80	A:min
75.80	77.80	E:min
77.80	84.00	C:maj
84.00	87.90	E:min
87.90	88.80	N
88.80	90.10	E:maj
90.10	91.60	F#:maj
91.60	93.10	G:maj
93.10	96.60	C:maj
96.60	98.00	F#:maj
98.00	99.30	G:maj
99.30	102.60	C:maj
102.60	103.70	F#:maj
103.70	104.70	G:maj
104.70	106.60	C:min
106.60	107.20	C:maj
107.20	108.50	E:min
108.50	109.30	F#:maj
109.30	110.20	G:maj
110.20	118.80	N
118.80	121.30	G#:maj
121.30	123.30	N
123.30	125.30	G:min
125.30	127.00	N
127.00	129.20	G:maj
129.20	130.10	F#:min
130.10	133.20	F#:maj
133.20	136.30	F#:min
136.30	137.50	G:min
137.50	149.20	C#:maj
149.20	164.40	N
