0.00	6.00	N
6.00	17.10	D:maj
17.10	19.90	A#:maj
19.90	21.90	C:maj
21.90	28.20	D:maj
28.20	30.60	E:maj
30.60	34.90	D:min
34.90	35.60	G:maj
35.60	37.10	A:maj
37.10	41.00	D:maj
41.00	44.50	N
44.50	46.00	F:min
46.00	48.90	N
48.90	49.70	A:min
49.70	50.20	G:maj
50.20	53.20	F#:min
53.20	56.80	D:min
56.80	59.30	B:min
59.30	62.60	G:maj
62.60	65.60	G#:min
65.60	66.70	E:min
66.70	77.70	N
77.70	82.30	C:maj
82.30	84.80	F:maj
84.80	85.90	C:maj
85.90	87.10	G:maj
87.10	94.80	C:maj
94.80	99.20	E:maj
99.20	106.00	A:maj
106.00	113.10	F:maj
113.10	119.80	A:maj
119.80	126.90	F:maj
126.90	133.90	D:maj
133.90	137.30	G:maj
137.30	142.80	C:maj
142.80	143.70	E:min
143.70	145.40	F:maj
145.40	147.00	C:maj
147.00	148.60	F:maj
148.60	150.00	G:maj
150.00	151.80	C:maj
151.80	153.40	G:maj
153.40	160.30	C:maj
160.30	163.80	F:maj
163.80	165.70	C:maj
165.70	167.50	G:maj
167.50	174.50	C:maj
174.50	178.30	F:maj
178.30	179.80	A:min
179.80	182.30	G:maj
182.30	189.30	A:min
189.30	192.60	F:maj
192.60	196.10	G:maj
196.10	203.60	A:min
203.60	206.90	F:maj
206.90	210.60	G:maj
210.60	217.30	C:maj
217.30	221.00	F:maj
221.00	222.50	C:maj
222.50	224.90	G:maj
224.90	231.80	C:maj
231.80	239.00	E:maj
239.00	246.10	G:maj
246.10	248.10	C:maj
248.10	249.50	E:min
249.50	251.20	F:maj
251.20	252.90	C:maj
252.90	254.50	F:maj
254.50	256.10	G:maj
256.10	258.00	C:maj
258.00	259.40	G:maj
259.40	261.40	C:maj
261.40	262.90	E:min
262.90	264.60	F:maj
264.60	266.20	C:maj
266.20	268.30	F:maj
268.30	269.70	A:min
269.70	274.70	G:maj
274.70	279.80	C:maj
279.80	287.20	N
